branch_id,branch_name,ifsc_code,city,state,region,opening_date
BR0322,Proddatur Branch,BKID0000322,Asansol,Gujarat,West,2013-08-04
BR0323,Orai Branch,BKID0000323,Ranchi,Arunachal Pradesh,North,2004-04-13
BR0324,Bhalswa Jahangir Pur Branch,BKID0000324,Jalgaon,Punjab,South,2019-05-28
BR0325,Khammam Branch,BKID0000325,Ujjain,Madhya Pradesh,East,2021-05-09
BR0326,Guntakal Branch,BKID0000326,Guna,Uttarakhand,West,2011-09-26
BR0327,Phusro Branch,BKID0000327,Fatehpur,Uttarakhand,South,2001-11-16
BR0328,Bhubaneswar Branch,BKID0000328,Ballia,Jharkhand,East,2017-06-23
BR0329,Kavali Branch,BKID0000329,Bilaspur,Rajasthan,South,2017-03-14
BR0330,Faridabad Branch,BKID0000330,Tirunelveli,Mizoram,North,2014-02-14
BR0331,Siliguri Branch,BKID0000331,Patna,Odisha,West,2020-07-03
BR0332,Jhansi Branch,BKID0000332,Gandhidham,Karnataka,North,2009-12-01
BR0333,Kurnool Branch,BKID0000333,Orai,Tripura,West,2013-10-09
BR0334,Ghaziabad Branch,BKID0000334,Kadapa,Gujarat,South,2012-10-04
BR0335,Hajipur Branch,BKID0000335,Satara,Goa,South,2010-09-26
BR0336,Bongaigaon Branch,BKID0000336,Bilaspur,Punjab,West,2011-03-24
BR0337,Alwar Branch,BKID0000337,Kamarhati,Jharkhand,East,2016-12-18
BR0338,Unnao Branch,BKID0000338,Nangloi Jat,Kerala,East,2012-10-01
BR0339,Tumkur Branch,BKID0000339,Chapra,Sikkim,South,2012-05-28
BR0340,Hapur Branch,BKID0000340,Ramagundam,Arunachal Pradesh,South,2007-04-18
BR0341,Sri Ganganagar Branch,BKID0000341,Bardhaman,Telangana,North,2011-02-15
BR0342,Siwan Branch,BKID0000342,Kishanganj,Tamil Nadu,South,2006-12-22
BR0343,Tadepalligudem Branch,BKID0000343,Latur,Arunachal Pradesh,West,2014-12-09
BR0344,Muzaffarpur Branch,BKID0000344,Salem,Maharashtra,East,2008-02-24
BR0345,Salem Branch,BKID0000345,Kolkata,Nagaland,East,2021-02-05
BR0346,Vellore Branch,BKID0000346,Morena,Rajasthan,North,2005-07-13
BR0347,Pondicherry Branch,BKID0000347,Allahabad,Tripura,East,2003-05-02
BR0348,Deoghar Branch,BKID0000348,Akola,Maharashtra,East,2019-03-09
BR0349,Vadodara Branch,BKID0000349,Shimla,Goa,West,2020-04-09
BR0350,Agra Branch,BKID0000350,Bihar Sharif,Odisha,East,2013-08-06
BR0351,Anantapuram Branch,BKID0000351,Tinsukia,Mizoram,North,2011-06-03
BR0352,Dibrugarh Branch,BKID0000352,Darbhanga,Gujarat,North,2017-09-19
BR0353,Ujjain Branch,BKID0000353,Bardhaman,Tamil Nadu,East,2005-04-07
BR0354,Sagar Branch,BKID0000354,Akola,Punjab,South,2018-08-31
BR0355,Purnia Branch,BKID0000355,Chandigarh,Madhya Pradesh,East,2014-12-05
BR0356,Kolhapur Branch,BKID0000356,North Dumdum,Haryana,North,2001-09-05
BR0357,Noida Branch,BKID0000357,Shimoga,Karnataka,North,2007-08-01
BR0358,Bhilwara Branch,BKID0000358,Noida,Arunachal Pradesh,West,2014-11-24
BR0359,Aizawl Branch,BKID0000359,Machilipatnam,Sikkim,East,2011-08-05
BR0360,Kochi Branch,BKID0000360,Arrah,Punjab,East,2005-12-17
BR0361,Morena Branch,BKID0000361,Malda,Telangana,West,2021-04-26
BR0362,Vijayanagaram Branch,BKID0000362,Siwan,Uttar Pradesh,North,2014-10-28
BR0363,Shahjahanpur Branch,BKID0000363,Hajipur,Manipur,West,2012-02-08
BR0364,Solapur Branch,BKID0000364,Ghaziabad,Uttarakhand,South,2012-06-30
BR0365,Chapra Branch,BKID0000365,Dehradun,Karnataka,East,2018-08-19
BR0366,Bhiwandi Branch,BKID0000366,Ballia,Meghalaya,North,2003-05-13
BR0367,Pimpri-Chinchwad Branch,BKID0000367,Mira-Bhayandar,Mizoram,West,2009-11-07
BR0368,Karaikudi Branch,BKID0000368,Aizawl,Telangana,North,2001-12-24
BR0369,Delhi Branch,BKID0000369,Adoni,Assam,South,2002-06-13
BR0370,Rajkot Branch,BKID0000370,Coimbatore,Meghalaya,East,2002-03-06
BR0371,Bokaro Branch,BKID0000371,Bidar,Kerala,West,2021-05-25
BR0372,Sultan Pur Majra Branch,BKID0000372,Gandhinagar,Assam,North,2015-03-13
BR0373,Karnal Branch,BKID0000373,Mangalore,Nagaland,East,2009-05-27
BR0374,Rajahmundry Branch,BKID0000374,Lucknow,Jharkhand,East,2010-10-20
BR0375,Katihar Branch,BKID0000375,Berhampur,Haryana,North,2010-10-03
BR0376,Bally Branch,BKID0000376,Gorakhpur,Arunachal Pradesh,East,2017-09-24
BR0377,Srikakulam Branch,BKID0000377,New Delhi,Gujarat,East,2002-11-21
BR0378,Amroha Branch,BKID0000378,Sambalpur,Telangana,West,2002-06-06
BR0379,Muzaffarpur Branch,BKID0000379,Pimpri-Chinchwad,Chhattisgarh,East,2011-08-15
BR0380,Muzaffarpur Branch,BKID0000380,Gangtok,Punjab,West,2016-12-28
BR0381,Patiala Branch,BKID0000381,Asansol,Sikkim,East,2011-12-20
BR0382,Dewas Branch,BKID0000382,Ghaziabad,Nagaland,South,2020-07-05
BR0383,Purnia Branch,BKID0000383,Nashik,Kerala,South,2020-05-16
BR0384,Loni Branch,BKID0000384,Erode,Maharashtra,West,2004-07-11
BR0385,Udaipur Branch,BKID0000385,New Delhi,West Bengal,West,2006-01-18
BR0386,Madhyamgram Branch,BKID0000386,Kishanganj,Maharashtra,South,2020-11-23
BR0387,Munger Branch,BKID0000387,Rohtak,Gujarat,East,2008-02-24
BR0388,Hospet Branch,BKID0000388,Tiruchirappalli,Nagaland,West,2016-01-13
BR0389,Faridabad Branch,BKID0000389,Burhanpur,Sikkim,North,2013-08-22
BR0390,Srinagar Branch,BKID0000390,Dharmavaram,Telangana,East,2014-12-21
BR0391,Nangloi Jat Branch,BKID0000391,Thoothukudi,Jharkhand,East,2020-09-06
BR0392,Rajpur Sonarpur Branch,BKID0000392,Kochi,Telangana,South,2021-07-13
BR0393,Latur Branch,BKID0000393,Sikar,Haryana,West,2012-08-01
BR0394,Nadiad Branch,BKID0000394,Deoghar,Rajasthan,East,2008-09-23
BR0395,Karimnagar Branch,BKID0000395,Kirari Suleman Nagar,Bihar,West,2017-08-06
BR0396,Imphal Branch,BKID0000396,Uluberia,Karnataka,West,2009-10-27
BR0397,Ulhasnagar Branch,BKID0000397,Bhilwara,Nagaland,West,2020-03-27
BR0398,Sagar Branch,BKID0000398,Thiruvananthapuram,Karnataka,South,2006-02-22
BR0399,Panchkula Branch,BKID0000399,Bardhaman,Tripura,West,2017-12-21
BR0400,Jaunpur Branch,BKID0000400,Nagercoil,Goa,South,2004-05-05
BR0401,Udaipur Branch,BKID0000401,Loni,Arunachal Pradesh,North,2018-04-28
BR0402,Nashik Branch,BKID0000402,Haridwar,Chhattisgarh,East,2018-05-23
BR0403,Jabalpur Branch,BKID0000403,Bangalore,Gujarat,East,2011-08-28
BR0404,Allahabad Branch,BKID0000404,Morbi,Andhra Pradesh,North,2001-09-04
BR0405,Ahmedabad Branch,BKID0000405,Bettiah,Telangana,South,2007-01-14
BR0406,Pune Branch,BKID0000406,Mangalore,Bihar,East,2019-11-26
BR0407,New Delhi Branch,BKID0000407,Udupi,Mizoram,South,2006-08-04
BR0408,Shimoga Branch,BKID0000408,Vijayawada,Kerala,South,2020-09-22
BR0409,Buxar Branch,BKID0000409,Kamarhati,Jharkhand,South,2015-03-23
BR0410,Patna Branch,BKID0000410,Machilipatnam,Madhya Pradesh,North,2009-01-31
BR0411,Pimpri-Chinchwad Branch,BKID0000411,Tirunelveli,Assam,North,2011-07-16
BR0412,Bathinda Branch,BKID0000412,Dehri,Arunachal Pradesh,South,2006-02-20
BR0413,Gopalpur Branch,BKID0000413,Aurangabad,Sikkim,West,2020-01-20
BR0414,Mangalore Branch,BKID0000414,Pune,Gujarat,North,2013-04-13
BR0415,Solapur Branch,BKID0000415,Ujjain,Odisha,West,2006-05-09
BR0416,Panvel Branch,BKID0000416,Yamunanagar,Tripura,West,2016-05-03
BR0417,Orai Branch,BKID0000417,Meerut,Bihar,South,2010-04-14
BR0418,Mau Branch,BKID0000418,Khammam,Andhra Pradesh,West,2014-03-23
BR0419,Pallavaram Branch,BKID0000419,Raurkela Industrial Township,Nagaland,West,2020-05-13
BR0420,Gaya Branch,BKID0000420,Guwahati,Tripura,West,2013-11-30
BR0421,Srinagar Branch,BKID0000421,Agartala,Chhattisgarh,South,2009-02-21
BR0422,Pali Branch,BKID0000422,Karimnagar,Bihar,South,2003-05-17
BR0423,Raiganj Branch,BKID0000423,Gopalpur,Bihar,North,2004-03-11
BR0424,Chinsurah Branch,BKID0000424,Proddatur,Nagaland,North,2011-10-16
BR0425,Indore Branch,BKID0000425,Raichur,Nagaland,West,2003-05-28
BR0426,Kharagpur Branch,BKID0000426,Jalna,Maharashtra,South,2009-04-19
BR0427,Karaikudi Branch,BKID0000427,Aurangabad,Mizoram,South,2004-12-07
BR0428,Gulbarga Branch,BKID0000428,Agartala,Jharkhand,West,2006-11-29
BR0429,Rajkot Branch,BKID0000429,Raebareli,Himachal Pradesh,North,2009-12-18
BR0430,Solapur Branch,BKID0000430,Chandrapur,Haryana,South,2015-12-17
BR0431,Hindupur Branch,BKID0000431,Berhampore,Bihar,North,2004-04-02
BR0432,Tenali Branch,BKID0000432,Udupi,Madhya Pradesh,West,2017-08-15
BR0433,Gandhidham Branch,BKID0000433,Chinsurah,Uttarakhand,South,2018-01-05
BR0434,Dewas Branch,BKID0000434,Madanapalle,Tamil Nadu,West,2005-07-24
BR0435,Belgaum Branch,BKID0000435,Imphal,Jharkhand,East,2016-03-28
BR0436,Ramgarh Branch,BKID0000436,Anantapur,Madhya Pradesh,West,2007-02-24
BR0437,Bharatpur Branch,BKID0000437,Phusro,Gujarat,West,2013-05-21
BR0438,Jamalpur Branch,BKID0000438,Surendranagar Dudhrej,Tamil Nadu,West,2005-09-26
BR0439,Coimbatore Branch,BKID0000439,Panchkula,Chhattisgarh,South,2014-03-17
BR0440,Nizamabad Branch,BKID0000440,Bhusawal,Uttar Pradesh,West,2009-01-30
BR0441,Khora  Branch,BKID0000441,Ballia,Madhya Pradesh,West,2012-03-25
BR0442,Tinsukia Branch,BKID0000442,Karimnagar,Tamil Nadu,East,2019-06-14
BR0443,Moradabad Branch,BKID0000443,Raichur,Goa,South,2014-06-25
BR0444,Phusro Branch,BKID0000444,Bathinda,Uttar Pradesh,East,2010-02-25
BR0445,Navi Mumbai Branch,BKID0000445,Korba,Mizoram,West,2016-06-24
BR0446,Amroha Branch,BKID0000446,Katni,Manipur,South,2016-12-27
BR0447,Hapur Branch,BKID0000447,Karawal Nagar,Bihar,East,2007-06-14
BR0448,Bhiwandi Branch,BKID0000448,Karnal,Jharkhand,West,2008-05-27
BR0449,Saharsa Branch,BKID0000449,Karnal,Meghalaya,North,2003-07-01
BR0450,Imphal Branch,BKID0000450,Dewas,Arunachal Pradesh,East,2017-09-29
BR0451,Lucknow Branch,BKID0000451,Moradabad,Sikkim,South,2017-07-17
BR0452,Hazaribagh Branch,BKID0000452,Suryapet,Goa,East,2008-02-29
BR0453,Surendranagar Dudhrej Branch,BKID0000453,Machilipatnam,Rajasthan,East,2005-03-26
BR0454,Tenali Branch,BKID0000454,Srikakulam,Gujarat,East,2010-07-14
BR0455,Pali Branch,BKID0000455,Kakinada,Gujarat,North,2007-02-10
BR0456,Gangtok Branch,BKID0000456,Jorhat,Goa,South,2008-11-09
BR0457,Berhampore Branch,BKID0000457,Firozabad,Sikkim,South,2018-10-17
BR0458,Kavali Branch,BKID0000458,Phagwara,Madhya Pradesh,South,2013-04-13
BR0459,Nagercoil Branch,BKID0000459,Tadipatri,Goa,West,2017-10-25
BR0460,Srikakulam Branch,BKID0000460,Guntur,Karnataka,South,2003-11-25
BR0461,Bhiwandi Branch,BKID0000461,Dindigul,Tamil Nadu,South,2004-05-15
BR0462,Gurgaon Branch,BKID0000462,Ramgarh,Madhya Pradesh,North,2010-01-01
BR0463,Siwan Branch,BKID0000463,Miryalaguda,Goa,West,2011-05-03
BR0464,Gaya Branch,BKID0000464,Hospet,Punjab,West,2002-08-13
BR0465,Bangalore Branch,BKID0000465,Bhavnagar,Gujarat,East,2017-11-05
BR0466,Alappuzha Branch,BKID0000466,Vijayanagaram,Tamil Nadu,West,2018-05-04
BR0467,Rourkela Branch,BKID0000467,Buxar,Andhra Pradesh,West,2017-06-17
BR0468,Jalna Branch,BKID0000468,Panipat,Haryana,North,2012-04-17
BR0469,Berhampore Branch,BKID0000469,Jamalpur,Mizoram,South,2003-10-22
BR0470,Agartala Branch,BKID0000470,Hosur,Uttarakhand,West,2016-09-04
BR0471,Bongaigaon Branch,BKID0000471,Khandwa,Bihar,West,2016-04-05
BR0472,Bihar Sharif Branch,BKID0000472,Hospet,Himachal Pradesh,North,2008-07-07
BR0473,Bahraich Branch,BKID0000473,Patiala,Gujarat,West,2017-10-03
BR0474,Phagwara Branch,BKID0000474,Dehradun,Punjab,West,2004-04-29
BR0475,Tiruppur Branch,BKID0000475,Jehanabad,Kerala,North,2012-03-09
BR0476,North Dumdum Branch,BKID0000476,Ramagundam,Odisha,East,2006-11-21
BR0477,Bhavnagar Branch,BKID0000477,Allahabad,Himachal Pradesh,East,2018-11-18
BR0478,Mira-Bhayandar Branch,BKID0000478,Ulhasnagar,Tamil Nadu,West,2007-12-26
BR0479,Singrauli Branch,BKID0000479,Ajmer,Odisha,West,2014-03-11
BR0480,Gandhinagar Branch,BKID0000480,Aurangabad,Rajasthan,South,2017-06-07
BR0481,Sambhal Branch,BKID0000481,Arrah,Manipur,West,2020-07-18
BR0482,Amaravati Branch,BKID0000482,Tiruchirappalli,Telangana,South,2020-12-25
BR0483,Rajkot Branch,BKID0000483,Bellary,Maharashtra,East,2018-01-14
BR0484,Agartala Branch,BKID0000484,Anantapuram,Karnataka,West,2012-06-27
BR0485,Buxar Branch,BKID0000485,Tiruvottiyur,Sikkim,West,2016-10-14
BR0486,Navi Mumbai Branch,BKID0000486,Pune,Bihar,North,2020-02-17
BR0487,Gandhidham Branch,BKID0000487,Mumbai,Maharashtra,West,2005-08-03
BR0488,Barasat Branch,BKID0000488,Panipat,Assam,East,2014-08-20
BR0489,Gwalior Branch,BKID0000489,Dehradun,Arunachal Pradesh,West,2009-06-20
BR0490,Muzaffarpur Branch,BKID0000490,Mysore,Tamil Nadu,South,2003-06-13
BR0491,Morena Branch,BKID0000491,Mira-Bhayandar,Odisha,West,2006-01-25
BR0492,Bangalore Branch,BKID0000492,Tiruvottiyur,Uttarakhand,South,2003-12-15
BR0493,Mira-Bhayandar Branch,BKID0000493,Madurai,Haryana,North,2009-03-15
BR0494,Kota Branch,BKID0000494,Arrah,Jharkhand,West,2004-04-14
BR0495,Asansol Branch,BKID0000495,Bettiah,Odisha,North,2001-09-17
BR0496,Gandhidham Branch,BKID0000496,Kakinada,Rajasthan,North,2016-07-04
BR0497,Tadepalligudem Branch,BKID0000497,Bellary,Assam,West,2019-06-22
BR0498,Amravati Branch,BKID0000498,Etawah,Maharashtra,South,2007-11-01
BR0499,Shahjahanpur Branch,BKID0000499,Guwahati,Haryana,West,2012-08-11
BR0500,Indore Branch,BKID0000500,Tiruppur,Mizoram,South,2013-09-05
